Hogar,EXCLUIR,paraValidacion,Sector,DirCoordX,DirCoordY,MontoArr,IngresoHogar,Factor,AnosEstudio,CLASE,Sup_Prom_Constr_Hab_EOD,Calid_EOD_norm_inv,DensConstr_EOD,Dist_est_Metro_MC_KM,Dist_salida_Autop_MC_KM,Tiempo_Com_Stgo,Ingreso_Promedio_Zona_MM,Acc_Comercio_tpte_pub,Acc_Educacion_tpte_pub,Acc_Habitacion_tpte_pub,Acc_Industria_tpte_pub,Acc_Servicios_tpte_pub,Acc_Comercio_auto,Acc_Educacion_auto,Acc_Habitacion_auto,Acc_Industria_auto,Acc_Servicios_auto,CLUSTER7,CLUSTER2
189812,1,1,3,349157.0238,6296539.103,126000,320190,468.191162,12,2,87.2,0,0.506,0.829979839,2.897426584,33,0.94283625,4642.24417,2300.71522,34982.70837,3041.73183,5364.59994,7995.93,4371.48,72148.37,6349.47,9037.18,2,1
189821,0,0,3,353704.2672,6298530.748,326209,1673853,79.776337,12,2,68.7,0,0.461,0.432756072,2.345174453,32,0.958154571,3749.30829,2099.52336,35502.84312,2000.73614,4695.80844,6966.73,3970.4,70054.31,5183,7639.43,2,1
189831,0,0,3,350755.6767,6296898.62,409782,1980407,147.2314,12,2,83.4,0,1.106,2.097203719,3.001165857,32,1.655520083,3027.22146,1686.8616,27311.18733,1891.54551,3376.25197,7646.54,4229.04,70895.81,5963.23,8612.45,6,2
189843,0,0,3,350695.5342,6296890.525,400000,1142817,145.478088,17,3,83.4,0,1.106,2.043081633,3.05774493,32,1.655520083,3027.22146,1686.8616,27311.18733,1891.54551,3376.25197,7646.54,4229.04,70895.81,5963.23,8612.45,6,2
189851,0,0,3,350984.2809,6297666.259,300000,1600061,179.978195,18,3,80.2,0,0.959,2.3888674,3.027841738,61,1.248884432,2631.54301,1412.6539,24291.28257,1499.81896,3055.19453,7582.4,4237.3,71942.68,5722.39,8532.54,6,2
189860,0,0,3,351079.3691,6297663.918,300000,1163968,198.563507,17,3,78.8,0,1.18,2.48179139,2.983482174,42,1.194766231,2631.54301,1412.6539,24291.28257,1499.81896,3055.19453,7582.4,4237.3,71942.68,5722.39,8532.54,6,2
189871,0,0,3,349277.5833,6295663.76,140000,300000,263.954712,11,1,62,0,0.817,0.263021434,3.19724602,22,1.0270927,4785.25121,2454.86124,36723.73849,3374.84386,5493.62345,7638.23,4247.12,70229.89,6307.81,8431.18,6,2
189880,0,0,3,351285.0824,6298078.335,300000,1662697,151.523178,17,3,80.2,0,0.959,2.152015483,2.986902863,61,1.248884432,2497.2455,1268.76139,22455.85095,1318.70238,3154.65634,7479.89,4148.81,70328.07,5653.13,8488.01,6,2
189891,0,0,3,351295.7228,6297894.03,250000,1100000,148.644424,16,3,80.2,0,0.959,2.289129788,2.925711013,61,1.248884432,2497.2455,1268.76139,22455.85095,1318.70238,3154.65634,7479.89,4148.81,70328.07,5653.13,8488.01,6,2
189901,0,0,3,353441.1378,6296517.086,304657,1245380,50.415428,18,3,63.5,0,0.377,0.357748246,0.403191922,45,0.9352036,3145.26316,1793.31055,31178.50715,1689.85641,3570.51867,7163.42,4121.15,71301.24,5529.42,7636.28,2,1
189911,0,0,3,353455.062,6296627.724,300000,6651249,48.870995,18,3,75.8,0,0.683,0.420118881,0.491834844,57,1.281041387,3145.26316,1793.31055,31178.50715,1689.85641,3570.51867,7163.42,4121.15,71301.24,5529.42,7636.28,6,2
189921,0,0,3,351688.7938,6296964.614,210000,1150985,145.781509,20,3,79.4,0,0.548,2.148724695,2.129679141,41,1.377192857,2634.59596,1526.08417,26624.56966,1447.25517,2872.63613,7369.73,4179.46,71222.21,5627.34,8042.44,6,2
189931,0,0,3,351688.7775,6296964.615,200000,971593,63.966919,14,2,79.4,0,0.548,2.148740537,2.129694678,41,1.377192857,2634.59596,1526.08417,26624.56966,1447.25517,2872.63613,7369.73,4179.46,71222.21,5627.34,8042.44,6,2
189943,0,0,3,351928.6717,6295774.225,283280,578319,107.241013,21,3,52.5,0,0.339,1.599658723,1.692982887,58,0.603805857,2734.80401,1624.5948,28645.84541,1598.23905,2798.06206,7046.85,4067.31,69793.03,5513.54,7471.77,5,1
189951,0,0,3,351961.0454,6295677.088,200000,285082,244.403748,11,1,52.5,0,0.339,1.556326986,1.617411258,58,0.603805857,2734.80401,1624.5948,28645.84541,1598.23905,2798.06206,7046.85,4067.31,69793.03,5513.54,7471.77,5,1
189961,0,0,3,352950.4214,6297185.657,273005,509424,60.409767,17,3,78.3,0,0.545,1.067192394,1.232426554,41,1.374884548,3134.00789,1773.94127,33194.64475,1622.57206,3475.04845,7000.62,3997.09,69968.35,5244.88,7584.44,6,2
189973,0,0,3,352990.46,6297189.295,300000,1000000,137.674667,18,3,78.3,0,0.545,1.027024368,1.212463365,41,1.374884548,3134.00789,1773.94127,33194.64475,1622.57206,3475.04845,7000.62,3997.09,69968.35,5244.88,7584.44,6,2
189983,0,0,3,352944.0911,6297346.402,200000,637864,207.057816,17,3,78.3,0,0.545,1.064456264,1.369422338,41,1.374884548,3134.00789,1773.94127,33194.64475,1622.57206,3475.04845,7000.62,3997.09,69968.35,5244.88,7584.44,6,2
189993,0,0,3,352990.46,6297189.295,358817,1495822,191.290451,12,2,78.3,0,0.545,1.027024368,1.212463365,41,1.374884548,3134.00789,1773.94127,33194.64475,1622.57206,3475.04845,7000.62,3997.09,69968.35,5244.88,7584.44,6,2
190001,0,0,3,348921,6297107,351382,1545644,172.86911,13,2,81.7,0,0.869,0.296720535,2.282445628,31,0.828336273,4642.24417,2300.71522,34982.70837,3041.73183,5364.59994,7995.93,4371.48,72148.37,6349.47,9037.18,1,2
190010,0,0,3,352099.0352,6298012.136,400000,2300000,70.96183,18,3,84.4,0,0.37,1.801902512,2.409652641,40,1.534018833,3691.3905,2031.17956,34704.14911,1836.60305,4525.27462,6924.35,3919.58,68526.89,5126.02,7681.8,6,2
190021,0,0,3,352251.7871,6295178.222,150000,963429,140.690445,18,3,51.7,0,0.431,1.311876954,1.16733465,44,0.709943333,2734.80401,1624.5948,28645.84541,1598.23905,2798.06206,7046.85,4067.31,69793.03,5513.54,7471.77,2,1
190033,0,0,3,348852.1917,6297380.539,277873,1136200,66.100174,14,2,81.7,0,0.869,0.27560923,2.004188901,31,0.828336273,4642.24417,2300.71522,34982.70837,3041.73183,5364.59994,7995.93,4371.48,72148.37,6349.47,9037.18,1,2
190043,0,0,3,348852.1917,6297380.539,35000,679722,146.128143,15,2,81.7,0,0.869,0.27560923,2.004188901,31,0.828336273,4642.24417,2300.71522,34982.70837,3041.73183,5364.59994,7995.93,4371.48,72148.37,6349.47,9037.18,1,2
190052,0,0,3,348887.569,6297273.964,217399,680756,124.416512,7,1,81.7,0,0.869,0.256724122,2.115934929,31,0.828336273,4642.24417,2300.71522,34982.70837,3041.73183,5364.59994,7995.93,4371.48,72148.37,6349.47,9037.18,1,2
190060,0,0,3,349982.1912,6297378.272,300000,710000,61.62851,12,2,85,0,1.015,1.352895322,2.675285339,28,1.220080846,4642.24417,2300.71522,34982.70837,3041.73183,5364.59994,7995.93,4371.48,72148.37,6349.47,9037.18,6,2
190073,0,0,3,349773.9423,6296265.25,218541,1085000,120.503708,15,2,82,0,0.735,0.929623618,3.420800508,34,1.069408864,4318.82191,2243.96019,33019.94791,2972.73757,5070.07436,7689.59,4279.55,70978.62,6226.5,8545.51,6,2
190083,0,0,3,349900.2959,6296258.33,180000,387357,143.403076,12,2,82,0,0.735,1.03102587,3.492707314,34,1.069408864,4318.82191,2243.96019,33019.94791,2972.73757,5070.07436,7689.59,4279.55,70978.62,6226.5,8545.51,6,2
190093,0,0,3,349649.367,6296318.612,150000,1069062,52.87537,15,2,82,0,0.735,0.867786298,3.312386846,34,1.069408864,4318.82191,2243.96019,33019.94791,2972.73757,5070.07436,7689.59,4279.55,70978.62,6226.5,8545.51,6,2
190100,0,0,3,349762.6251,6295623.929,218760,130000,165.433319,8,1,43.5,0,0.076,0.748139142,3.677982982,20,0.250482,3528.7939,1930.25968,28795.81574,2600.16785,3676.45603,7548.17,4239.7,71029.3,6059.86,8307.86,3,1
190101,0,0,3,349735.3414,6295601.231,120000,608186,130.127396,9,1,43.5,0,0.076,0.724477379,3.649368263,20,0.250482,3528.7939,1930.25968,28795.81574,2600.16785,3676.45603,7548.17,4239.7,71029.3,6059.86,8307.86,3,1
190110,1,1,3,349793.7309,6295612.689,140000,13260,165.433319,7,1,43.5,0,0.076,0.780467151,3.662558383,20,0.250482,3528.7939,1930.25968,28795.81574,2600.16785,3676.45603,7548.17,4239.7,71029.3,6059.86,8307.86,3,1
190121,0,0,3,352639.8202,6297437.805,325067,1548079,46.069744,17,3,80.2,0,0.782,1.37309369,1.621958194,40,1.336179706,2631.54301,1412.6539,24291.28257,1499.81896,3055.19453,7582.4,4237.3,71942.68,5722.39,8532.54,6,2
190131,0,0,3,352940.4936,6296973.6,270000,2120393,58.157974,15,2,75.8,0,0.683,1.032824955,1.07433684,57,1.281041387,2828.31668,1628.14924,30484.83314,1502.75632,3132.14513,7151,4117.67,72124.2,5424.19,7683.2,6,2
190141,0,0,3,350692.2878,6298108.538,500000,306000,511.578522,15,2,85,0,0.824,2.238591133,2.509650522,32,1.259664182,3027.22146,1686.8616,27311.18733,1891.54551,3376.25197,7646.54,4229.04,70895.81,5963.23,8612.45,6,2
190151,0,0,3,353513.1826,6296349.79,278599,794948,50.415428,12,2,63.5,0,0.377,0.226755892,0.227561673,45,0.9352036,3145.26316,1793.31055,31178.50715,1689.85641,3570.51867,7163.42,4121.15,71301.24,5529.42,7636.28,2,1
190161,0,0,3,352989.1635,6299278.915,350000,3154569,79.776337,19,3,68.7,0,0.461,0.538137485,3.167356929,32,0.958154571,3722.03156,2045.42212,34777.15884,1833.20288,4461.75217,7297.27,4097.09,71834.45,5302.7,8258.83,2,1
190171,1,1,3,352888.0257,6295858.806,222171,600185,221.194504,9,1,66.9,0,0.317,0.698628368,0.84848311,42,1.110601857,3145.26316,1793.31055,31178.50715,1689.85641,3570.51867,7163.42,4121.15,71301.24,5529.42,7636.28,2,1
190180,0,0,3,353168.3842,6296492.011,300000,741104,42.616722,14,2,63.5,0,0.377,0.595512218,0.588511016,45,0.9352036,3145.26316,1793.31055,31178.50715,1689.85641,3570.51867,7163.42,4121.15,71301.24,5529.42,7636.28,2,1
190190,0,0,3,353827.2597,6297763.013,336462,520784,90.854103,17,3,78.3,0,0.545,0.386345388,1.584928278,41,1.374884548,3134.00789,1773.94127,33194.64475,1622.57206,3475.04845,7000.62,3997.09,69968.35,5244.88,7584.44,6,2
190202,0,0,3,353952.6374,6297727.678,300000,2793243,66.492691,17,3,78.3,0,0.545,0.405564534,1.567385371,41,1.374884548,3134.00789,1773.94127,33194.64475,1622.57206,3475.04845,7000.62,3997.09,69968.35,5244.88,7584.44,6,2
190211,0,0,3,351217.0959,6295263.285,200000,1148128,119.305565,12,2,61.4,0,0.424,2.067366488,2.200027592,53,1.202321176,2664.66628,1506.19281,23964.18104,1825.14369,2660.30746,7379.39,4209.73,71196.22,5886.3,8016.06,2,1
190221,1,0,3,353208.1084,6298235.369,350000,200000,98.688484,-99,-99,70.7,0,0.432,0.694655157,2.101172776,60,0.996385,3691.3905,2031.17956,34704.14911,1836.60305,4525.27462,6924.35,3919.58,68526.89,5126.02,7681.8,2,1
190231,0,0,3,353251.2202,6298233.638,300000,2476874,284.936829,17,3,74.3,0,0.589,0.651707879,2.090402839,32,1.1341494,3749.30829,2099.52336,35502.84312,2000.73614,4695.80844,6966.73,3970.4,70054.31,5183,7639.43,6,2
190241,0,0,3,352546.5982,6296389.231,300000,545546,86.753174,13,2,80.1,0,0.377,1.193121758,1.14261889,33,1.373536909,2634.59596,1526.08417,26624.56966,1447.25517,2872.63613,7369.73,4179.46,71222.21,5627.34,8042.44,6,1
190251,0,0,3,351488.529,6297303.396,1000000,2141191,275.891571,22,3,78.8,0,1.18,2.455902402,2.451942034,42,1.194766231,2631.54301,1412.6539,24291.28257,1499.81896,3055.19453,7582.4,4237.3,71942.68,5722.39,8532.54,6,2
190261,0,0,3,351530.4273,6297300.232,500000,1221932,87.12693,19,3,78.8,0,1.18,2.416303182,2.413261802,42,1.194766231,2631.54301,1412.6539,24291.28257,1499.81896,3055.19453,7582.4,4237.3,71942.68,5722.39,8532.54,6,2
190272,0,0,3,351505.6483,6297471.328,200000,1350000,198.563507,17,3,78.8,0,1.18,2.483532884,2.518163488,42,1.194766231,2631.54301,1412.6539,24291.28257,1499.81896,3055.19453,7582.4,4237.3,71942.68,5722.39,8532.54,6,2
190281,1,1,3,351505.6483,6297471.328,270000,2188233,73.21402,16,3,78.8,0,1.18,2.483532884,2.518163488,42,1.194766231,2631.54301,1412.6539,24291.28257,1499.81896,3055.19453,7582.4,4237.3,71942.68,5722.39,8532.54,6,2
190293,0,0,3,353017.1068,6295554.58,223120,668044,85.007904,22,3,52.3,0,0.355,0.494672338,0.736430964,55,0.695428885,3137.02375,1802.06027,31126.71922,1750.07692,3477.08243,7209.67,4168.52,72254.59,5576.2,7589.32,2,1
190301,0,0,3,353213.167,6296916.456,400000,1393186,155.672501,14,2,75.8,0,0.683,0.79662897,0.86221887,57,1.281041387,2828.31668,1628.14924,30484.83314,1502.75632,3132.14513,7151,4117.67,72124.2,5424.19,7683.2,6,2
190310,0,0,3,351680.8674,6295143.273,300000,915660,47.129498,14,2,51.7,0,0.431,1.805401184,1.723818237,44,0.709943333,2734.80401,1624.5948,28645.84541,1598.23905,2798.06206,7046.85,4067.31,69793.03,5513.54,7471.77,2,1
190323,0,0,3,350076.1873,6297537.547,300000,712679,140.452209,18,3,85,0,1.015,1.473861631,2.591446903,28,1.220080846,4642.24417,2300.71522,34982.70837,3041.73183,5364.59994,7995.93,4371.48,72148.37,6349.47,9037.18,6,2
190331,0,0,3,349970.9254,6297765.261,277030,625466,61.62851,17,3,85,0,1.015,1.443915387,2.340979167,28,1.220080846,4642.24417,2300.71522,34982.70837,3041.73183,5364.59994,7995.93,4371.48,72148.37,6349.47,9037.18,6,2
190341,0,0,3,349897.366,6297748.258,356941,959064,195.149673,17,3,85,0,1.015,1.369592754,2.32233866,28,1.220080846,4642.24417,2300.71522,34982.70837,3041.73183,5364.59994,7995.93,4371.48,72148.37,6349.47,9037.18,6,2
190351,0,0,3,349974.7246,6297400.974,222963,151913,211.235153,12,2,85,0,1.015,1.348620146,2.654330753,28,1.220080846,4642.24417,2300.71522,34982.70837,3041.73183,5364.59994,7995.93,4371.48,72148.37,6349.47,9037.18,6,2
190353,0,0,3,349857.338,6297547.994,500000,1397999,164.962219,14,2,85,0,1.015,1.26446627,2.468400401,28,1.220080846,4642.24417,2300.71522,34982.70837,3041.73183,5364.59994,7995.93,4371.48,72148.37,6349.47,9037.18,6,2
190363,0,0,3,349942.9462,6297758.45,350000,2614647,138.620071,19,3,85,0,1.015,1.41549654,2.333923549,28,1.220080846,4642.24417,2300.71522,34982.70837,3041.73183,5364.59994,7995.93,4371.48,72148.37,6349.47,9037.18,6,2
190371,0,0,3,351465.7636,6296800.365,230000,324933,93.721397,14,2,78.8,0,0.968,2.322662515,2.289232494,42,1.257631757,2762.64372,1536.50925,25365.11624,1756.0761,2896.26633,7594.95,4292.93,72334.95,5857.72,8369,6,2
190381,0,0,3,351199.8698,6297080.641,219648,101142,180.551987,20,3,78.8,0,0.968,2.562268204,2.628122459,42,1.257631757,2762.64372,1536.50925,25365.11624,1756.0761,2896.26633,7594.95,4292.93,72334.95,5857.72,8369,6,2
190392,0,0,3,351062.9568,6297118.296,232000,1058864,180.551987,17,3,78.8,0,0.968,2.423899994,2.769698579,42,1.257631757,2762.64372,1536.50925,25365.11624,1756.0761,2896.26633,7594.95,4292.93,72334.95,5857.72,8369,6,2
190401,0,0,3,351062.9568,6297118.296,400000,405608,119.149673,14,2,78.8,0,0.968,2.423899994,2.769698579,42,1.257631757,2762.64372,1536.50925,25365.11624,1756.0761,2896.26633,7594.95,4292.93,72334.95,5857.72,8369,6,2
190413,0,0,3,352175.0283,6297325.237,329148,1684363,54.824406,18,3,80.2,0,0.782,1.833322872,1.880456494,40,1.336179706,2631.54301,1412.6539,24291.28257,1499.81896,3055.19453,7582.4,4237.3,71942.68,5722.39,8532.54,6,2
190422,0,0,3,352175,6297325,307047,725997,54.824406,16,3,80.2,0,0.782,1.833351281,1.880335412,40,1.336179706,2631.54301,1412.6539,24291.28257,1499.81896,3055.19453,7582.4,4237.3,71942.68,5722.39,8532.54,6,2
190431,0,0,3,351273.6562,6295366.546,300000,1084226,61.929424,16,3,61.4,0,0.424,2.157011062,2.163133926,53,1.202321176,2664.66628,1506.19281,23964.18104,1825.14369,2660.30746,7379.39,4209.73,71196.22,5886.3,8016.06,2,1
190441,1,1,3,351279.111,6295656.874,250000,1123372,63.384773,16,3,61.4,0,0.424,2.235409002,2.23604549,53,1.202321176,2664.66628,1506.19281,23964.18104,1825.14369,2660.30746,7379.39,4209.73,71196.22,5886.3,8016.06,2,1
190451,0,0,3,349299,6297397,210228,504992,303.263855,12,2,86.9,0,0.75,0.686141113,2.211343236,33,1.5206706,4642.24417,2300.71522,34982.70837,3041.73183,5364.59994,7995.93,4371.48,72148.37,6349.47,9037.18,6,2
190461,0,0,3,349299,6297397,180000,1431641,456.097992,18,3,86.9,0,0.75,0.686141113,2.211343236,33,1.5206706,4642.24417,2300.71522,34982.70837,3041.73183,5364.59994,7995.93,4371.48,72148.37,6349.47,9037.18,6,2
190471,0,0,3,349299,6297397,450000,3184510,421.366455,24,3,86.9,0,0.75,0.686141113,2.211343236,33,1.5206706,4642.24417,2300.71522,34982.70837,3041.73183,5364.59994,7995.93,4371.48,72148.37,6349.47,9037.18,6,2
190481,0,0,3,349346.2451,6297403.067,200000,1602177,92.687088,18,3,85,0,1.015,0.733222914,2.233854541,28,1.220080846,4642.24417,2300.71522,34982.70837,3041.73183,5364.59994,7995.93,4371.48,72148.37,6349.47,9037.18,6,2
190491,0,0,3,349344.8334,6297402.622,250000,1890635,164.962219,17,3,85,0,1.015,0.731743422,2.233383738,28,1.220080846,4642.24417,2300.71522,34982.70837,3041.73183,5364.59994,7995.93,4371.48,72148.37,6349.47,9037.18,6,2
190502,0,0,3,349303.581,6295546.689,120000,87358,144.181137,11,1,40.1,0,0.357,0.331928354,3.215305636,31,0.5746,4622.14916,2433.27016,36905.28368,3222.67402,5333.27632,7614.58,4267.06,70881.11,6353.65,8321.78,5,1
190510,0,0,3,349301.9978,6295557.242,120000,909751,95.867447,13,2,40.1,0,0.357,0.325159269,3.214257595,31,0.5746,4622.14916,2433.27016,36905.28368,3222.67402,5333.27632,7614.58,4267.06,70881.11,6353.65,8321.78,5,1
190521,0,0,3,349851.4142,6296984.452,350000,600000,81.153023,16,3,83.4,0,1.106,1.23058029,2.874190373,32,1.655520083,3027.22146,1686.8616,27311.18733,1891.54551,3376.25197,7646.54,4229.04,70895.81,5963.23,8612.45,6,2
190531,0,0,3,349851.4142,6296984.452,350000,600000,53.959415,17,3,83.4,0,1.106,1.23058029,2.874190373,32,1.655520083,3027.22146,1686.8616,27311.18733,1891.54551,3376.25197,7646.54,4229.04,70895.81,5963.23,8612.45,6,2
190541,0,0,3,349851.4142,6296984.452,400000,350000,184.948853,14,2,83.4,0,1.106,1.23058029,2.874190373,32,1.655520083,3027.22146,1686.8616,27311.18733,1891.54551,3376.25197,7646.54,4229.04,70895.81,5963.23,8612.45,6,2
190551,0,0,3,351907.5177,6296148.641,271901,1364557,103.552574,17,3,79.4,0,0.548,1.71434536,1.763837698,41,1.377192857,2634.59596,1526.08417,26624.56966,1447.25517,2872.63613,7369.73,4179.46,71222.21,5627.34,8042.44,6,2
190560,0,0,3,353723.8057,6298364.77,260759,1228951,153.382294,16,3,74.3,0,0.589,0.281077893,2.179600613,32,1.1341494,3749.30829,2099.52336,35502.84312,2000.73614,4695.80844,6966.73,3970.4,70054.31,5183,7639.43,6,2
190573,0,0,3,353844.4039,6298411.443,269008,239257,104.252373,15,2,67.6,0,0.353,0.273389348,2.232380707,63,1.159594733,3096.88971,1717.55296,29553.56373,1463.31062,3409.62005,6622.16,3750.26,66300.41,4834.73,7277.85,2,1
190581,0,0,3,350454.4712,6295402.123,140000,645076,165.53949,14,2,55.6,0,0.46,1.450289444,2.975032673,30,1.3500755,4154.66045,2226.48302,33847.86908,2975.48252,5026.98779,7608.7,4292.32,71047.78,6373.08,8231.13,6,2
190591,0,0,3,351783.0515,6297637.253,200352,1096499,166.855789,12,2,78.8,0,1.18,2.173241429,2.381365003,42,1.194766231,2631.54301,1412.6539,24291.28257,1499.81896,3055.19453,7582.4,4237.3,71942.68,5722.39,8532.54,6,2
190603,0,0,3,351411,6296885,421598,1743366,212.059677,16,3,78.8,0,0.968,2.39491285,2.365650579,42,1.257631757,2762.64372,1536.50925,25365.11624,1756.0761,2896.26633,7594.95,4292.93,72334.95,5857.72,8369,6,2
190611,0,0,3,353050.1648,6298813.176,250000,2271281,81.651115,14,2,68.7,0,0.461,0.721516502,2.699711699,32,0.958154571,3722.03156,2045.42212,34777.15884,1833.20288,4461.75217,7297.27,4097.09,71834.45,5302.7,8258.83,2,1
190622,0,0,3,353037.3982,6298812.982,189698,130000,231.140091,16,3,68.7,0,0.461,0.734022829,2.702487344,32,0.958154571,3722.03156,2045.42212,34777.15884,1833.20288,4461.75217,7297.27,4097.09,71834.45,5302.7,8258.83,2,1
190631,0,0,3,353035.2769,6298812.526,261169,1413729,56.667328,16,3,68.7,0,0.461,0.736192565,2.702542236,32,0.958154571,3722.03156,2045.42212,34777.15884,1833.20288,4461.75217,7297.27,4097.09,71834.45,5302.7,8258.83,2,1
190641,1,1,3,353232.9218,6295890.711,300000,2670709,138.119202,15,2,63.5,0,0.377,0.444932736,0.528170584,45,0.9352036,3145.26316,1793.31055,31178.50715,1689.85641,3570.51867,7163.42,4121.15,71301.24,5529.42,7636.28,2,1
190651,0,0,3,353859.9689,6297428.081,160000,1249329,66.492691,12,2,78.3,0,0.545,0.180128477,1.2565668,41,1.374884548,3134.00789,1773.94127,33194.64475,1622.57206,3475.04845,7000.62,3997.09,69968.35,5244.88,7584.44,6,2
190661,0,0,3,353753.9875,6297471.919,200000,2298403,50.763199,17,3,78.3,0,0.545,0.293266573,1.288785954,41,1.374884548,3134.00789,1773.94127,33194.64475,1622.57206,3475.04845,7000.62,3997.09,69968.35,5244.88,7584.44,6,2
190671,0,0,3,352661.8087,6295671.734,209165,388375,85.007904,9,1,52.3,0,0.355,0.859413821,1.046962071,55,0.695428885,3137.02375,1802.06027,31126.71922,1750.07692,3477.08243,7209.67,4168.52,72254.59,5576.2,7589.32,2,1
190681,0,0,3,352625.9607,6297369.899,350000,1308184,173.604126,18,3,80.2,0,0.782,1.383088499,1.579271357,40,1.336179706,2631.54301,1412.6539,24291.28257,1499.81896,3055.19453,7582.4,4237.3,71942.68,5722.39,8532.54,6,2
190692,0,0,3,352547.3278,6297409.739,700000,1394530,177.683899,17,3,80.2,0,0.782,1.463423403,1.661493251,40,1.336179706,2631.54301,1412.6539,24291.28257,1499.81896,3055.19453,7582.4,4237.3,71942.68,5722.39,8532.54,6,2
190700,1,1,3,352544.021,6297394.034,1000000,651040,82.453926,19,3,80.2,0,0.782,1.465911565,1.652212176,40,1.336179706,2631.54301,1412.6539,24291.28257,1499.81896,3055.19453,7582.4,4237.3,71942.68,5722.39,8532.54,6,2
190711,0,0,3,350310.9773,6296767.213,340453,766306,170.865097,18,3,83.4,0,1.106,1.661497679,3.340470158,32,1.655520083,3027.22146,1686.8616,27311.18733,1891.54551,3376.25197,7646.54,4229.04,70895.81,5963.23,8612.45,6,2
190721,1,1,3,349052.0202,6297665.871,240000,955193,157.419022,16,3,86.9,0,0.75,0.618582585,1.85008234,33,1.5206706,4642.24417,2300.71522,34982.70837,3041.73183,5364.59994,7995.93,4371.48,72148.37,6349.47,9037.18,6,2
190731,1,1,3,350016.2198,6297105.48,300000,1112766,53.959415,17,3,83.4,0,1.106,1.379169564,2.892103358,32,1.655520083,3027.22146,1686.8616,27311.18733,1891.54551,3376.25197,7646.54,4229.04,70895.81,5963.23,8612.45,6,2
190741,0,0,3,349863.787,6296644.897,328891,1874196,69.441811,10,1,91.9,0,0.378,1.251182218,3.151525105,44,2.218455,3528.7939,1930.25968,28795.81574,2600.16785,3676.45603,7548.17,4239.7,71029.3,6059.86,8307.86,7,2
190751,0,0,3,353131.708,6296809.817,250000,1069195,111.37764,17,3,75.8,0,0.683,0.78111553,0.824731132,57,1.281041387,2828.31668,1628.14924,30484.83314,1502.75632,3132.14513,7151,4117.67,72124.2,5424.19,7683.2,6,2
190761,0,0,3,352003.2186,6295598.686,165000,721499,127.81971,18,3,51.7,0,0.431,1.509439594,1.544225081,44,0.709943333,2734.80401,1624.5948,28645.84541,1598.23905,2798.06206,7046.85,4067.31,69793.03,5513.54,7471.77,2,1
190771,0,0,3,350634.894,6297535.317,350000,248475,226.095963,17,3,85,0,0.824,2.021661455,2.89688866,32,1.259664182,3027.22146,1686.8616,27311.18733,1891.54551,3376.25197,7646.54,4229.04,70895.81,5963.23,8612.45,6,2
190781,0,0,3,352948.6125,6297888.026,275598,303901,98.688484,17,3,70.7,0,0.432,0.981705942,1.849143183,60,0.996385,3134.00789,1773.94127,33194.64475,1622.57206,3475.04845,7000.62,3997.09,69968.35,5244.88,7584.44,2,1
190791,0,0,3,352955.6979,6297888.557,293340,1349504,70.101082,15,2,70.7,0,0.432,0.974726803,1.846876404,60,0.996385,3134.00789,1773.94127,33194.64475,1622.57206,3475.04845,7000.62,3997.09,69968.35,5244.88,7584.44,2,1
190800,0,0,3,351076.8719,6295113.039,350000,813684,63.384773,12,2,61.4,0,0.424,1.88682091,2.321314798,53,1.202321176,2664.66628,1506.19281,23964.18104,1825.14369,2660.30746,7379.39,4209.73,71196.22,5886.3,8016.06,2,1
190811,0,0,3,349803.7799,6296980.398,334684,647729,81.153023,17,3,83.4,0,1.106,1.184498984,2.847436245,32,1.655520083,3027.22146,1686.8616,27311.18733,1891.54551,3376.25197,7646.54,4229.04,70895.81,5963.23,8612.45,6,2
190821,0,0,3,351307.4865,6297406.384,500000,573304,73.21402,17,3,78.8,0,1.18,2.663154909,2.660042372,42,1.194766231,2631.54301,1412.6539,24291.28257,1499.81896,3055.19453,7582.4,4237.3,71942.68,5722.39,8532.54,6,2
190833,0,0,3,352378.8804,6295463.799,160000,860000,136.556412,9,1,52.5,0,0.339,1.135613271,1.148364792,58,0.603805857,2734.80401,1624.5948,28645.84541,1598.23905,2798.06206,7046.85,4067.31,69793.03,5513.54,7471.77,5,1
190841,0,0,3,349570.5193,6297165.43,282676,422426,160.842514,12,2,81.7,0,0.869,0.930746181,2.558311171,31,0.828336273,4642.24417,2300.71522,34982.70837,3041.73183,5364.59994,7995.93,4371.48,72148.37,6349.47,9037.18,1,2
190851,0,0,3,349593,6297229,280000,592901,54.592281,12,2,81.7,0,0.869,0.952757577,2.521685885,31,0.828336273,4642.24417,2300.71522,34982.70837,3041.73183,5364.59994,7995.93,4371.48,72148.37,6349.47,9037.18,1,2
190861,0,0,3,352966.9268,6295428.032,191198,392000,100.564018,12,2,52.3,0,0.355,0.556926853,0.661503997,55,0.695428885,3137.02375,1802.06027,31126.71922,1750.07692,3477.08243,7209.67,4168.52,72254.59,5576.2,7589.32,2,1
190870,0,0,3,353071.9132,6295379.211,224288,405446,100.564018,9,1,52.3,0,0.355,0.469582924,0.559009358,55,0.695428885,3137.02375,1802.06027,31126.71922,1750.07692,3477.08243,7209.67,4168.52,72254.59,5576.2,7589.32,2,1
